cat1,cat2,categories,color_response,hue1,hue2,hue_response,proto_hue,proto_resp_error,proto_target_diff,response_bias,response_error,sessionid,set_size,shuffled_hue1,shuffled_response_error
None,None,None,#0004ff,217.5005397387384,0.865777050283975,239.05882352941177,229.89915966385712,9.159663865554649,12.398619925118709,21.558283790673357,21.558283790673357,1589367650944,4,139.92573108855206,99.13309244085971
None,None,None,#2fff00,93.20283544739688,0.567210949109052,108.94117647058823,121.86554621849697,12.924369747908742,28.662710771100095,15.738341023191353,15.738341023191353,1589367650944,2,156.60540136722707,47.66422489663884
None,None,None,#08ff00,95.10822390903553,0.498659487362204,118.11764705882354,121.86554621849697,3.7478991596734375,26.757322309461443,23.009423149788006,23.009423149788006,1589367650944,3,260.5437898444991,142.42614278567555
None,None,None,#00eeff,194.00300771481432,0.755501832654245,184,229.89915966385712,45.89915966385712,35.8961519490428,-10.003007714814316,10.003007714814316,1589367650944,1,14.62911816183516,169.37088183816485
None,None,None,#33ff00,71.24306283270684,0.501243036052059,108,121.86554621849697,13.865546218496974,50.62248338579013,36.75693716729316,36.75693716729316,1589367650944,3,296.7836831939729,171.21631680602712
None,None,None,#ffea00,71.24306283270684,0.501243036052059,55.05882352941176,121.86554621849697,66.8067226890852,50.62248338579013,-16.18423930329508,16.18423930329508,1589367650944,3,99.43556996882987,44.376746439418106
None,None,None,#ff00dd,317.25188210950597,0.083701387536417,308,281.6806722688825,26.319327731117482,-35.57120984062345,9.25188210950597,9.25188210950597,1589367650944,2,38.6765533281504,90.67655332815042
None,None,None,#00c3ff,203.4283154540519,0.824977598044539,194.1176470588235,229.89915966385712,35.78151260503361,26.47084420980522,-9.31066839522839,9.31066839522839,1589367650944,1,273.0495841373603,78.93193707853678
None,None,None,#ff00f6,317.25188210950597,0.083701387536417,302.11764705882354,281.6806722688825,20.43697478994102,-35.57120984062345,15.134235050682435,15.134235050682435,1589367650944,2,211.62939921690443,90.4882478419191
None,None,None,#00eaff,187.30034657260487,0.77728896130732,184.94117647058823,229.89915966385712,44.95798319326889,42.598813091252254,-2.359170102016634,2.359170102016634,1589367650944,4,17.2427303006316,167.69844616995664
None,None,None,#00ff19,93.73371775653348,0.519211854365736,125.88235294117648,121.86554621849697,4.016806722679505,28.131828461963494,32.148635184643,32.148635184643,1589367650944,4,36.2322123121549,89.65014062902158
None,None,None,#08ff00,143.04171640699548,0.581492772897203,118.11764705882354,121.86554621849697,3.7478991596734375,-21.176170188498503,24.92406934817194,24.92406934817194,1589367650944,3,338.27764113829295,139.8400059205306
None,None,None,#2bff00,104.83665183367812,0.567993214857844,109.88235294117648,121.86554621849697,11.983193277320495,17.028894384818855,5.04570110749836,5.04570110749836,1589367650944,4,286.414868738333,176.53251579715652
None,None,None,#5500ff,269.697127974971,0.993091065342423,260,229.89915966385712,30.10084033614288,-39.79796831111389,9.69712797497101,9.69712797497101,1589367650944,4,36.75226444824492,136.75226444824492
None,None,None,#0004ff,261.1526323143499,0.977942861588118,239.05882352941177,229.89915966385712,9.159663865554649,-31.253472650492768,22.09380878493812,22.09380878493812,1589367650944,2,216.24404376227795,22.814779767133814
None,None,None,#ff0062,334.12010867146404,0.237524863996216,336.94117647058823,5.999999999993606,29.0588235294054,31.879891328529595,2.8210677991241937,2.8210677991241937,1589367650944,1,24.60139649164692,47.660220021058706
None,None,None,#fb00ff,306.3504058547544,0.060803886537664,299.05882352941177,281.6806722688825,17.37815126052925,-24.66973358587188,7.291582325342631,7.291582325342631,1589367650944,1,308.87437489368,9.81555136426823
None,None,None,#0400ff,222.92156682150335,0.890868042734983,240.94117647058823,229.89915966385712,11.042016806731112,6.977592842353772,18.019609649084884,18.019609649084884,1589367650944,2,300.9892798239307,60.04810335334247
None,None,None,#fff200,58.833721513760764,0.43194612522301,56.94117647058823,57.91596638651193,0.9747899159237008,-0.9177551272488316,1.8925450431725324,1.8925450431725324,1589367650944,3,266.20132446678565,150.73985200380258
None,None,None,#3700ff,222.92156682150335,0.890868042734983,252.94117647058826,229.89915966385712,23.04201680673114,6.977592842353772,30.019609649084913,30.019609649084913,1589367650944,2,321.641292182124,68.70011571153574
None,None,None,#a6ff00,74.54175624231445,0.504133188479449,80.94117647058823,121.86554621849697,40.92436974790874,47.323789976182525,6.399420228273783,6.399420228273783,1589367650944,1,288.24240316548816,152.69877330510008
None,None,None,#26ff00,136.61600108258304,0.623643366714042,111.05882352941177,121.86554621849697,10.806722689085206,-14.750454864086066,25.55717755317127,25.55717755317127,1589367650944,1,5.5078362484686005,105.55098728094316
None,None,None,#1e00ff,267.9372612368705,0.951518283846146,247.05882352941174,229.89915966385712,17.15966386555462,-38.038101573013364,20.878437707458744,20.878437707458744,1589367650944,2,326.6284036261587,79.56958009674693
None,None,None,#b2ff00,71.50040529125867,0.484941426804632,78.11764705882352,121.86554621849697,43.74789915967345,50.3651409272383,6.617241767564849,6.617241767564849,1589367650944,2,64.0176311917844,14.100015867039119
None,None,None,#00eaff,179.33632751630915,0.713334440556818,184.94117647058823,229.89915966385712,44.95798319326889,50.562832147547965,5.604848954279078,5.604848954279078,1589367650944,3,82.9229509868516,102.01822548373663
None,None,None,#ffe100,52.031156469435714,0.330174006356787,52.94117647058824,57.91596638651193,4.974789915923694,5.884809917076218,0.9100200011525246,0.9100200011525246,1589367650944,1,37.3146641021164,15.626512368471836
None,None,None,#ff0015,354.3230475956743,0.165874876772709,355.05882352941177,5.999999999993606,10.941176470581865,11.676952404319309,0.7357759337374432,0.7357759337374432,1589367650944,4,217.5005397387384,137.55828379067336
None,None,None,#00ff04,97.48202371064748,0.570016591418916,120.94117647058823,121.86554621849697,0.9243697479087416,24.38352250784949,23.45915275994075,23.45915275994075,1589367650944,4,269.697127974971,148.75595150438278
None,None,None,#1100ff,220.2020543042082,0.814947912285041,243.99999999999997,229.89915966385712,14.100840336142852,9.69710535964893,23.797945695791782,23.797945695791782,1589367650944,4,36.7861239322067,152.78612393220672
