cat1,cat2,categories,color_response,hue1,hue2,hue_response,proto_hue,proto_resp_error,proto_target_diff,response_bias,response_error,sessionid,set_size,shuffled_hue1,shuffled_response_error
red,red,same,#ff8400,25.8859173712978,335.885917371298,31.05882352941176,5.999999999993606,25.058823529418156,-19.885917371304195,-5.17290615811396,5.17290615811396,1589367650944,2,128.0544509189934,96.99562738958164
yellow,green,diff,#f2ff00,64.0176311917844,114.017631191784,63.058823529411754,57.91596638651193,5.142857142899821,-6.1016648052724705,0.9588076623726494,0.9588076623726494,1589367650944,2,93.20283544739688,30.144011917985125
blue,purple,diff,#1900ff,258.339758325107,308.339758325107,245.88235294117644,229.89915966385712,15.983193277319316,-28.440598661249908,12.457405383930592,12.457405383930592,1589367650944,2,149.17126917051974,96.7110837706567
yellow,yellow,same,#22ff00,80.4890971899375,30.4890971899375,112,121.86554621849697,9.865546218496974,41.37644902855948,31.510902810062504,31.510902810062504,1589367650944,2,315.652711828362,156.347288171638
green,green,same,#00ff00,158.338263569453,108.338263569453,120,121.86554621849697,1.8655462184969736,-36.47271735095603,38.338263569453005,38.338263569453005,1589367650944,2,132.76133734987908,12.761337349879085
yellow,green,diff,#fff200,67.3581911827648,117.358191182765,56.94117647058823,57.91596638651193,0.9747899159237008,-9.442224796252866,10.417014712176567,10.417014712176567,1589367650944,2,267.70833492597507,149.23284154461317
red,yellow,diff,#fffb00,54.9855057030467,4.98550570304668,59.05882352941177,57.91596638651193,1.1428571428998353,2.9304606834652347,4.07331782636507,4.07331782636507,1589367650944,2,192.3347953008468,133.27597177143502
yellow,yellow,same,#c8ff00,77.1989337477292,27.1989337477292,72.94117647058825,121.86554621849697,48.92436974790873,44.666612470767774,-4.2577572771409535,4.2577572771409535,1589367650944,2,23.674782226542842,49.2663942440454
purple,red,diff,#ff0d00,361.730469649688,311.730469649688,3.058823529411767,5.999999999993606,2.941176470581839,4.269530350305615,1.3283538797237497,1.3283538797237497,1589367650944,2,88.9461671960971,85.88734366668533
blue,blue,same,#00eaff,188.390438752507,238.390438752507,184.94117647058823,229.89915966385712,44.95798319326889,41.50872091135011,-3.4492622819187773,3.4492622819187773,1589367650944,2,197.28101989366598,12.339843423077753
yellow,yellow,same,#6eff00,81.5073021175254,31.5073021175254,94.11764705882351,121.86554621849697,27.747899159673466,40.358244100971575,12.61034494129811,12.61034494129811,1589367650944,2,132.76133734987908,38.64369029105558
purple,red,diff,#ea00ff,299.880920155993,349.880920155993,295.05882352941177,281.6806722688825,13.37815126052925,-18.200247887110493,4.822096626581242,4.822096626581242,1589367650944,2,156.60540136722707,138.4534221621847
green,blue,diff,#00ff19,125.933303775256,175.933303775256,125.88235294117648,121.86554621849697,4.016806722679505,-4.06775755675902,0.05095083407951506,0.05095083407951506,1589367650944,2,85.4131261568619,40.46922678431457
purple,purple,same,#ff0099,321.728903248792,271.728903248792,324,281.6806722688825,42.31932773111748,-40.048230979909476,-2.271096751208006,2.271096751208006,1589367650944,2,236.924114255237,87.07588574476301
purple,red,diff,#bb00ff,286.414868738333,336.414868738333,284,281.6806722688825,2.3193277311174825,-4.734196469450467,2.4148687383329843,2.4148687383329843,1589367650944,2,333.219356229897,49.219356229897016
purple,purple,same,#9000ff,270.707027497841,320.707027497841,273.88235294117646,229.89915966385712,43.983193277319344,-40.80786783398389,-3.1753254433354527,3.1753254433354527,1589367650944,2,136.61600108258304,137.26635185859342
purple,purple,same,#ff0091,326.663228296339,276.663228296339,325.88235294117646,281.6806722688825,44.201680672293946,-44.982556027456496,0.78087535516255,0.78087535516255,1589367650944,2,261.35844088811905,64.52391205305742
red,yellow,diff,#ffff00,49.1295142400117,359.129514240012,60,57.91596638651193,2.0840336134880673,8.786452146500231,10.870485759988298,10.870485759988298,1589367650944,2,123.6635841115152,63.663584111515206
purple,purple,same,#ff00a1,324.513369758513,274.513369758513,322.11764705882354,281.6806722688825,40.43697478994102,-42.832697489630505,2.395722699689486,2.395722699689486,1589367650944,2,79.56307952581608,117.44543246699254
red,red,same,#ff0073,336.194490778326,26.1944907783259,332.94117647058823,5.999999999993606,33.0588235294054,29.80550922166765,-3.253314307737753,3.253314307737753,1589367650944,2,354.3661370574374,21.42496058684918
purple,red,diff,#ff00f2,318.838263689389,368.838263689389,303.05882352941177,281.6806722688825,21.37815126052925,-37.15759142050649,15.779440159977241,15.779440159977241,1589367650944,2,32.24057565507408,89.18175212566234
green,blue,diff,#1e00ff,198.13711420806,148.13711420806,247.05882352941174,229.89915966385712,17.15966386555462,31.762045455797107,48.92170932135173,48.92170932135173,1589367650944,2,331.21625482065997,84.15743129124823
blue,purple,diff,#1e00ff,248.763111718268,298.763111718268,247.05882352941174,229.89915966385712,17.15966386555462,-18.863952054410873,1.7042881888562533,1.7042881888562533,1589367650944,2,122.36709325474584,124.6917302746659
purple,red,diff,#ff0088,331.260225894424,281.260225894424,328,281.6806722688825,46.31932773111748,-49.57955362554151,3.2602258944240248,3.2602258944240248,1589367650944,2,5.19980267707992,37.1998026770799
red,red,same,#ff009d,333.787120219708,23.7871202197083,323.05882352941177,281.6806722688825,41.37815126052925,-52.1064479508255,10.728296690296247,10.728296690296247,1589367650944,2,165.16454774273674,157.89427578667502
blue,blue,same,#0d00ff,227.877248392956,177.877248392956,243.05882352941174,229.89915966385712,13.15966386555462,2.021911270901114,15.181575136455734,15.181575136455734,1589367650944,2,179.901546714684,63.15727681472774
green,green,same,#88ff00,141.748767011596,91.7487670115956,88,121.86554621849697,33.86554621849697,-19.883220793099014,53.74876701159599,53.74876701159599,1589367650944,2,227.67144037704975,139.67144037704975
blue,blue,same,#0000ff,239.704409830284,189.704409830284,240,229.89915966385712,10.10084033614288,-9.805250166426873,-0.29559016971600727,0.29559016971600727,1589367650944,2,258.5891025146441,18.589102514644082
yellow,yellow,same,#ff8400,36.8300150051695,86.8300150051695,31.05882352941176,57.91596638651193,26.857142857100172,21.085951381342433,-5.771191475757739,5.771191475757739,1589367650944,2,75.217138498984,44.15831496957224
green,green,same,#5eff00,110.468810885663,160.468810885663,97.88235294117646,121.86554621849697,23.98319327732051,11.39673533283397,-12.58645794448654,12.58645794448654,1589367650944,2,144.215252377907,46.33289943673054
purple,purple,same,#9d00ff,270.707027497841,320.707027497841,276.94117647058823,229.89915966385712,47.04201680673111,-40.80786783398389,-6.234148972747221,6.234148972747221,1589367650944,2,338.5864622699665,61.64528579937826
blue,blue,same,#00b2ff,188.185131113779,238.185131113779,198.1176470588235,229.89915966385712,31.781512605033612,41.714028550078126,9.932515945044514,9.932515945044514,1589367650944,2,70.336151550933,127.78149550789051
green,green,same,#26ff00,110.468810885663,160.468810885663,111.05882352941177,121.86554621849697,10.806722689085206,11.39673533283397,0.5900126437487643,0.5900126437487643,1589367650944,2,255.5991449890999,144.54032145968813
yellow,green,diff,#00ff09,89.1859898138257,39.1859898138257,122.11764705882352,121.86554621849697,0.25210084032654834,32.679556404671274,32.93165724499782,32.93165724499782,1589367650944,2,238.938780117359,116.82113305853547
green,green,same,#00ffbb,154.11232282503,104.11232282503,164,121.86554621849697,42.13445378150303,-32.24677660653302,-9.887677174970008,9.887677174970008,1589367650944,2,42.46989183304524,121.53010816695476
yellow,yellow,same,#ff8000,27.1334512903554,77.1334512903554,30.11764705882353,5.999999999993606,24.117647058829924,-21.133451290361794,-2.9841957684681297,2.9841957684681297,1589367650944,2,28.2904295591304,1.8272174996931305
blue,blue,same,#0400ff,241.865313508862,191.865313508862,240.94117647058823,229.89915966385712,11.042016806731112,-11.966153845004868,0.9241370382737557,0.9241370382737557,1589367650944,2,318.94096100579355,77.99978453520532
red,yellow,diff,#ffb300,65.9234543630379,15.9234543630379,42.11764705882352,57.91596638651193,15.79831932768841,-8.007487976525972,23.805807304214383,23.805807304214383,1589367650944,2,137.74481554273237,95.62716848390885
red,yellow,diff,#ff0d00,14.5339480319037,64.5339480319037,3.058823529411767,5.999999999993606,2.941176470581839,-8.533948031910093,11.475124502491933,11.475124502491933,1589367650944,2,271.827597003802,91.23122652560977
purple,purple,same,#9900ff,273.946407003336,323.946407003336,276,229.89915966385712,46.10084033614288,-44.04724733947887,-2.0535929966640083,2.0535929966640083,1589367650944,2,180.9959945871413,95.0040054128587
red,red,same,#ff7b00,21.7947698970817,331.794769897082,28.941176470588232,5.999999999993606,22.941176470594627,-15.794769897088095,-7.146406573506532,7.146406573506532,1589367650944,2,300.9892798239307,87.95189664665753
red,red,same,#ff0080,333.444123663113,23.4441236631133,329.88235294117646,281.6806722688825,48.201680672293946,-51.76345139423046,3.5617707219365116,3.5617707219365116,1589358431551,2,186.9428171716459,142.93953576953055
blue,purple,diff,#4d00ff,242.09491905339,292.09491905339,258.11764705882354,229.89915966385712,28.218487394966417,-12.195759389532867,-16.02272800543355,16.02272800543355,1589358431551,2,5.38283215070992,107.2651850918864
green,blue,diff,#00ff84,166.357210866362,116.357210866362,151.05882352941177,229.89915966385712,78.84033613444535,63.54194879749511,-15.298387336950242,15.298387336950242,1589358431551,2,245.982499219452,94.92367569004023
purple,purple,same,#001eff,279.257104739968,329.257104739968,232.94117647058826,281.6806722688825,48.73949579829426,2.423567528914532,-46.315928269379725,46.315928269379725,1589358431551,2,274.5434530565712,41.602276585982935
green,green,same,#00ff88,148.519334712285,98.5193347122853,152,121.86554621849697,30.134453781503026,-26.653788493788028,-3.4806652877149986,3.4806652877149986,1589358431551,2,129.654883156417,22.345116843583014
yellow,yellow,same,#ffe500,77.6887753512633,27.6887753512633,53.88235294117647,121.86554621849697,67.98319327732051,44.17677086723367,-23.80642241008683,23.80642241008683,1589358431551,2,240.5460883917272,173.33626454944925
green,blue,diff,#006aff,187.973611486588,137.973611486588,215.05882352941177,229.89915966385712,14.840336134445351,41.92554817726912,27.08521204282377,27.08521204282377,1589358431551,2,223.01163053034085,7.952807000929084
yellow,green,diff,#ffff00,66.902047476374,116.902047476374,60,57.91596638651193,2.0840336134880673,-8.986081089862061,6.902047476373994,6.902047476373994,1589358431551,2,46.2723891102152,13.727610889784799
purple,red,diff,#ff2f00,367.542537548863,317.542537548863,11.058823529411764,5.999999999993606,5.0588235294181585,-1.5425375488693476,-3.516285980548787,3.516285980548787,1589358431551,2,318.2586203480119,52.800203181399866
yellow,yellow,same,#ff4400,34.5264232434298,84.5264232434298,16.000000000000004,57.91596638651193,41.915966386511926,23.389543143082136,-18.526423243429793,18.526423243429793,1589358431551,2,267.9701094430683,108.02989055693172
green,blue,diff,#1aff00,115.954660750757,165.954660750757,113.88235294117646,121.86554621849697,7.98319327732051,5.910885467739973,-2.0723078095805363,2.0723078095805363,1589358431551,2,148.879750285047,34.997397343870546
purple,red,diff,#ff00bf,315.652711828362,5.65271182836155,315.05882352941177,281.6806722688825,33.37815126052925,-33.97203955947947,0.593888298950219,0.593888298950219,1589358431551,2,47.7253341761263,92.66651064671453
purple,purple,same,#ff006e,329.106817115409,279.106817115409,334.11764705882354,281.6806722688825,52.43697478994102,-47.42614484652648,-5.010829943414535,5.010829943414535,1589358431551,2,211.683835515638,122.43381154318553
blue,purple,diff,#4000ff,244.314280282137,294.314280282137,255.05882352941177,229.89915966385712,25.15966386555465,-14.415120618279872,-10.744543247274777,10.744543247274777,1589358431551,2,181.13805056058334,73.92077296882843
yellow,green,diff,#f6ff00,49.2985899325566,99.2985899325566,62.11764705882352,57.91596638651193,4.201680672311589,8.61737645395533,12.81905712626692,12.81905712626692,1589358431551,2,1.74386756350949,60.37377949531403
red,yellow,diff,#b7ff00,37.3146641021164,347.314664102116,76.94117647058823,57.91596638651193,19.0252100840763,20.60130228439553,39.62651236847183,39.62651236847183,1589358431551,2,179.33632751630915,102.39515104572092
red,red,same,#ff00a1,334.301850507897,24.3018505078973,322.11764705882354,5.999999999993606,43.8823529411701,31.69814949209666,-12.184203449073436,12.184203449073436,1589358431551,2,228.31059037766366,93.80705668115988
yellow,yellow,same,#ff6e00,32.7867936562724,82.7867936562724,25.882352941176475,5.999999999993606,19.88235294118287,-26.786793656278796,6.904440715095927,6.904440715095927,1589358431551,2,137.14824367359145,111.26589073241497
red,yellow,diff,#ff2600,14.5339480319037,64.5339480319037,8.941176470588237,5.999999999993606,2.9411764705946313,-8.533948031910093,5.5927715613154625,5.5927715613154625,1589358431551,2,323.046280756893,45.894895713695234
red,yellow,diff,#ff0033,346.978482171858,36.9784821718584,348,5.999999999993606,17.999999999993634,19.021517828135643,1.0215178281420094,1.0215178281420094,1589358431551,2,192.3347953008468,155.6652046991532
yellow,yellow,same,#4cff00,85.0540749437293,35.0540749437293,102.11764705882355,121.86554621849697,19.747899159673423,36.81147127476767,17.063572115094246,17.063572115094246,1589358431551,2,215.68089204771587,113.56324498889232
yellow,green,diff,#00ff44,79.821549584158,129.821549584158,136,121.86554621849697,14.134453781503026,42.04399663433897,56.17845041584199,56.17845041584199,1589358431551,2,177.24865749697872,41.24865749697872
purple,purple,same,#d900ff,329.173186859256,279.173186859256,291.0588235294117,281.6806722688825,9.378151260529194,-47.4925145903735,38.11436332984431,38.11436332984431,1589358431551,2,89.6651739672442,158.60635043783248
purple,red,diff,#ff00ee,319.613371241868,9.61337124186784,304,281.6806722688825,22.319327731117482,-37.93269897298546,15.61337124186798,15.61337124186798,1589358431551,2,58.732314583364,114.732314583364
purple,purple,same,#4400ff,272.677420287414,322.677420287414,256,229.89915966385712,26.10084033614288,-42.77826062355689,16.67742028741401,16.67742028741401,1589358431551,2,149.319637644957,106.680362355043
purple,red,diff,#ff00ea,290.532206011604,340.532206011604,304.94117647058823,281.6806722688825,23.260504201705714,-8.851533742721472,-14.408970458984243,14.408970458984243,1589358431551,2,327.17181128537845,22.23063481479022
yellow,yellow,same,#ff003b,36.7861239322067,86.7861239322066,346.11764705882354,57.91596638651193,71.79831932768838,21.129842454305233,-50.668476873383156,50.668476873383156,1589358431551,2,315.652711828362,30.46493523046155
yellow,yellow,same,#ff2600,29.2346745302731,79.2346745302731,8.941176470588237,5.999999999993606,2.9411764705946313,-23.234674530279495,20.293498059684865,20.293498059684865,1589358431551,2,123.737190640524,114.79601416993577
yellow,yellow,same,#ffd500,37.0575384559408,87.0575384559409,50.11764705882353,57.91596638651193,7.798319327688404,20.858427930571132,13.060108602882728,13.060108602882728,1589358431551,2,85.0540749437293,34.936427884905775
blue,blue,same,#00ffee,239.704409830284,189.704409830284,176,229.89915966385712,53.89915966385712,-9.805250166426873,63.70440983028399,63.70440983028399,1589358431551,2,163.19910711233197,12.800892887668027
blue,purple,diff,#0008ff,263.328278054353,313.328278054353,238.11764705882354,229.89915966385712,8.218487394966417,-33.42911839049589,25.21063099552947,25.21063099552947,1589358431551,2,167.877704300191,70.23994275863254
yellow,yellow,same,#ff0084,29.2346745302731,79.2346745302731,328.94117647058823,5.999999999993606,37.0588235294054,-23.234674530279495,60.29349805968485,60.29349805968485,1589358431551,2,76.95654759926713,108.01537112867891
green,blue,diff,#00ff3c,143.221984545597,193.221984545597,134.11764705882354,121.86554621849697,12.252100840326563,-21.356438327100022,9.10433748677346,9.10433748677346,1589358431551,2,89.6651739672442,44.452473091579336
purple,purple,same,#ff00aa,323.745115906972,273.745115906972,320,281.6806722688825,38.31932773111748,-42.06444363808947,3.7451159069719893,3.7451159069719893,1589358431551,2,93.383831385877,133.383831385877
