hue2,hue3,hue4,memory_hue,response_bias,response_error,response_hue,set_size
250,199,56,269,1.8235294117646959,1.8235294117646959,270.8235294117647,2
293,341,345,0,-9.88235294117647,9.88235294117647,9.88235294117647,1
116,44,39,185,-8.058823529411768,-8.058823529411768,176.94117647058823,3
177,293,80,95,-13.82352941176471,-13.82352941176471,81.17647058823529,2
73,313,191,202,9.058823529411768,9.058823529411768,211.05882352941177,3
76,120,45,178,7.176470588235276,7.176470588235276,185.17647058823528,3
287,210,5,95,11.117647058823536,11.117647058823536,106.11764705882354,2
17,161,96,42,-10.941176470588239,10.941176470588239,52.94117647058824,4
49,2,262,9,-8.882352941176475,8.882352941176475,17.882352941176475,3
340,52,13,42,-6.941176470588232,6.941176470588232,48.94117647058823,2
75,244,75,199,-3.0000000000000284,-3.0000000000000284,195.99999999999997,3
221,171,225,0,-8.941176470588237,8.941176470588237,8.941176470588237,3
256,33,181,95,26.882352941176464,26.882352941176464,121.88235294117646,2
32,357,83,160,-0.941176470588232,0.941176470588232,160.94117647058823,2
282,225,3,209,2.058823529411768,2.058823529411768,211.05882352941177,2
164,273,105,346,5.058823529411768,5.058823529411768,351.05882352941177,3
118,195,27,257,27.823529411764724,-27.823529411764724,229.17647058823528,3
207,29,335,293,5,-5,288,3
355,80,316,16,-4.2352941176470615,-4.2352941176470615,11.764705882352938,1
311,266,119,209,72.88235294117646,72.88235294117646,281.88235294117646,4
263,271,290,178,-1.058823529411768,-1.058823529411768,176.94117647058823,4
0,162,244,250,22.941176470588232,-22.941176470588232,227.05882352941177,4
348,147,247,185,-16.058823529411796,-16.058823529411796,168.9411764705882,3
316,199,205,195,-1.8235294117647243,-1.8235294117647243,193.17647058823528,2
44,139,257,34,-0.8235294117647101,0.8235294117647101,34.82352941176471,4
17,32,353,257,6.176470588235276,-6.176470588235276,250.82352941176472,4
95,232,187,254,5.05882352941174,-5.05882352941174,248.94117647058826,3
35,134,118,200,-11.764705882352985,-11.764705882352985,188.23529411764702,3
195,227,99,58,-4.117647058823529,-4.117647058823529,53.88235294117647,4
119,278,234,185,-1.941176470588232,-1.941176470588232,183.05882352941177,4
100,358,217,254,1.0588235294117396,-1.0588235294117396,252.94117647058826,3
342,247,122,34,-15.882352941176471,15.882352941176471,49.88235294117647,4
330,283,145,202,-7.882352941176492,-7.882352941176492,194.1176470588235,1
223,124,127,0,-8.941176470588237,8.941176470588237,8.941176470588237,3
314,256,13,95,-1.8235294117647243,-1.8235294117647243,93.17647058823528,1
76,162,328,73,-8.17647058823529,8.17647058823529,81.17647058823529,1
258,18,21,200,8.000000000000028,8.000000000000028,208.00000000000003,1
9,279,139,0,-4.941176470588237,4.941176470588237,4.941176470588237,4
268,251,65,34,6,-6,28,3
124,310,344,73,16.058823529411768,-16.058823529411768,56.94117647058823,3
171,77,43,257,26.882352941176492,-26.882352941176492,230.1176470588235,2
227,59,106,254,4.117647058823508,-4.117647058823508,249.8823529411765,1
87,35,235,16,4.941176470588232,4.941176470588232,20.941176470588232,3
47,280,322,202,-4.823529411764724,-4.823529411764724,197.17647058823528,1
74,194,321,142,38.94117647058822,-38.94117647058822,103.05882352941178,3
279,321,103,58,2,2,60,3
143,272,22,58,0.8235294117647101,0.8235294117647101,58.82352941176471,4
185,266,167,160,8,-8,152,2
106,304,305,160,-9.882352941176492,9.882352941176492,169.8823529411765,3
121,59,101,42,-8.823529411764703,8.823529411764703,50.8235294117647,3
11,73,148,142,-6,6,148,2
186,153,183,269,-0.05882352941176805,-0.05882352941176805,268.94117647058823,3
17,182,90,254,20.823529411764696,-20.823529411764696,233.1764705882353,4
52,199,281,160,12,-12,148,1
74,264,297,254,-6.941176470588232,6.941176470588232,260.94117647058823,1
80,82,225,160,2.117647058823536,-2.117647058823536,157.88235294117646,4
257,288,329,269,7.941176470588232,7.941176470588232,276.94117647058823,2
283,45,39,178,-3.176470588235304,-3.176470588235304,174.8235294117647,2
206,174,315,160,-4,4,164,1
270,95,83,209,-16.764705882352956,-16.764705882352956,192.23529411764704,3
134,168,282,269,4.882352941176464,4.882352941176464,273.88235294117646,4
182,239,349,16,-4.2352941176470615,-4.2352941176470615,11.764705882352938,1
46,38,23,200,-7.764705882352956,-7.764705882352956,192.23529411764704,4
97,73,228,218,0.8235294117647243,-0.8235294117647243,217.17647058823528,4
225,146,60,209,-4.999999999999972,-4.999999999999972,204.00000000000003,1
104,359,323,257,4.05882352941174,-4.05882352941174,252.94117647058826,1
217,330,135,257,1.2352941176470438,-1.2352941176470438,255.76470588235296,1
70,297,208,346,5.058823529411768,5.058823529411768,351.05882352941177,3
248,270,87,9,-3.9411764705882373,3.9411764705882373,12.941176470588237,1
189,234,105,185,9.117647058823508,9.117647058823508,194.1176470588235,4
262,132,31,202,8.117647058823536,8.117647058823536,210.11764705882354,2
10,298,65,202,4.1176470588235645,4.1176470588235645,206.11764705882356,1
118,170,325,254,0.11764705882350768,-0.11764705882350768,253.8823529411765,1
356,185,133,254,8.117647058823565,-8.117647058823565,245.88235294117644,4
203,269,244,346,-3.882352941176464,-3.882352941176464,342.11764705882354,4
29,24,149,346,-6,-6,340,2
7,144,89,293,-29.117647058823536,29.117647058823536,322.11764705882354,4
355,357,327,73,-18.058823529411768,18.058823529411768,91.05882352941177,3
254,235,15,34,5.058823529411761,-5.058823529411761,28.94117647058824,2
234,167,148,34,5.058823529411761,-5.058823529411761,28.94117647058824,2
334,244,296,0,15.764705882352928,-15.764705882352928,344.2352941176471,4
214,338,62,178,-6,-6,172,1
323,248,122,269,3.941176470588232,3.941176470588232,272.94117647058823,4
54,261,337,200,-5.882352941176492,-5.882352941176492,194.1176470588235,1
80,40,203,218,4.823529411764696,-4.823529411764696,213.1764705882353,1
46,219,178,269,-0.05882352941176805,-0.05882352941176805,268.94117647058823,3
353,187,336,34,8.117647058823525,-8.117647058823525,25.882352941176475,1
253,142,35,58,2,2,60,2
109,95,253,199,-6.764705882352956,-6.764705882352956,192.23529411764704,1
57,218,218,95,-12.882352941176478,-12.882352941176478,82.11764705882352,4
207,341,214,178,-0.1176470588235361,-0.1176470588235361,177.88235294117646,4
6,183,1,160,-17.882352941176464,17.882352941176464,177.88235294117646,2
139,311,105,0,-4.941176470588237,4.941176470588237,4.941176470588237,2
169,49,93,209,3,3,212,3
317,39,207,202,4.1176470588235645,4.1176470588235645,206.11764705882356,3
66,353,67,0,-7.76470588235294,7.76470588235294,7.76470588235294,1
82,318,12,142,-2,2,144,2
209,210,217,160,-4,4,164,2
286,142,46,209,-5.9411764705882035,-5.9411764705882035,203.0588235294118,3
74,28,66,0,-12.941176470588237,12.941176470588237,12.941176470588237,2
235,30,294,209,-1.9411764705882035,-1.9411764705882035,207.0588235294118,4
282,195,97,293,0.9999999999999432,-0.9999999999999432,292.00000000000006,3
121,131,178,0,-13.882352941176475,13.882352941176475,13.882352941176475,2
265,164,79,95,43.823529411764696,43.823529411764696,138.8235294117647,1
212,297,306,58,-7.176470588235297,-7.176470588235297,50.8235294117647,4
197,38,18,9,-5.8235294117647065,5.8235294117647065,14.823529411764707,4
220,127,255,42,-8.823529411764703,8.823529411764703,50.8235294117647,3
309,51,4,257,3.1176470588235077,-3.1176470588235077,253.8823529411765,3
177,78,144,257,6.176470588235276,-6.176470588235276,250.82352941176472,3
44,57,285,346,2,2,348,4
154,5,81,202,-2.9411764705882604,-2.9411764705882604,199.05882352941174,2
168,122,89,9,0.05882352941176272,-0.05882352941176272,8.941176470588237,2
145,134,287,142,-16.823529411764696,16.823529411764696,158.8235294117647,4
274,358,318,9,15.823529411764696,-15.823529411764696,353.1764705882353,4
74,347,51,200,-4.94117647058826,-4.94117647058826,195.05882352941174,2
53,0,35,269,-1,-1,268,2
204,211,325,346,2,2,348,1
100,26,188,42,-49.05882352941177,49.05882352941177,91.05882352941177,3
321,157,280,346,4.117647058823536,4.117647058823536,350.11764705882354,2
235,127,6,16,-5.1764705882352935,-5.1764705882352935,10.823529411764707,4
73,330,37,218,-5.058823529411768,5.058823529411768,223.05882352941177,1
46,12,120,250,27.882352941176464,-27.882352941176464,222.11764705882354,3
179,27,93,0,-6.823529411764708,6.823529411764708,6.823529411764708,3
311,79,150,185,9.117647058823508,9.117647058823508,194.1176470588235,3
230,68,17,73,-1.117647058823536,1.117647058823536,74.11764705882354,2
332,152,57,42,-6,6,48,1
84,229,104,73,3.82352941176471,-3.82352941176471,69.17647058823529,4
270,220,47,58,14.235294117647072,14.235294117647072,72.23529411764707,4
227,326,220,142,2.0000000000000284,-2.0000000000000284,139.99999999999997,1
238,202,215,250,22,-22,228,4
259,216,80,218,-2.235294117647072,2.235294117647072,220.23529411764707,4
161,288,224,254,20.823529411764696,-20.823529411764696,233.1764705882353,2
16,291,218,199,6.176470588235333,6.176470588235333,205.17647058823533,4
180,302,175,195,4.05882352941174,4.05882352941174,199.05882352941174,3
337,2,194,95,-11.000000000000014,-11.000000000000014,83.99999999999999,3
54,272,128,269,3.941176470588232,3.941176470588232,272.94117647058823,3
141,131,140,250,10.941176470588232,-10.941176470588232,239.05882352941177,3
138,355,22,73,-0.17647058823530415,0.17647058823530415,73.1764705882353,2
131,354,97,254,20.823529411764696,-20.823529411764696,233.1764705882353,2
159,271,174,209,-13.94117647058826,-13.94117647058826,195.05882352941174,4
72,27,36,269,3.941176470588232,3.941176470588232,272.94117647058823,1
359,213,292,58,-2,-2,56,3
31,210,346,9,23.823529411764696,-23.823529411764696,345.1764705882353,3
114,170,140,185,0.17647058823527573,0.17647058823527573,185.17647058823528,2
233,233,111,185,-3.823529411764696,-3.823529411764696,181.1764705882353,4
186,82,226,293,-14.058823529411768,14.058823529411768,307.05882352941177,1
86,255,34,346,9.058823529411768,9.058823529411768,355.05882352941177,3
350,90,152,200,7.0588235294117965,7.0588235294117965,207.0588235294118,4
61,341,205,0,-2.823529411764709,2.823529411764709,2.823529411764709,1
329,343,40,269,7.941176470588232,7.941176470588232,276.94117647058823,4
81,116,77,95,33.94117647058823,33.94117647058823,128.94117647058823,1
36,219,10,254,36.823529411764724,-36.823529411764724,217.17647058823528,3
347,173,88,0,6.823529411764696,-6.823529411764696,353.1764705882353,1
333,71,111,178,10.235294117647015,10.235294117647015,188.23529411764702,2
351,39,332,9,-1.8235294117647065,1.8235294117647065,10.823529411764707,4
133,327,36,199,-9.823529411764696,-9.823529411764696,189.1764705882353,2
189,310,121,200,-2.8235294117647243,-2.8235294117647243,197.17647058823528,3
96,264,171,42,9.058823529411761,-9.058823529411761,32.94117647058824,3
114,120,156,160,-2.823529411764696,2.823529411764696,162.8235294117647,3
15,148,273,202,0.11764705882356452,0.11764705882356452,202.11764705882356,4
45,240,141,160,-0.941176470588232,0.941176470588232,160.94117647058823,3
180,342,126,16,-6.117647058823531,-6.117647058823531,9.88235294117647,2
268,327,132,346,38.94117647058823,38.94117647058823,24.941176470588243,4
250,200,88,293,5,-5,288,2
106,242,319,160,-8.941176470588204,8.941176470588204,168.9411764705882,4
40,97,25,218,-16.117647058823536,16.117647058823536,234.11764705882354,3
210,317,302,200,8.000000000000028,8.000000000000028,208.00000000000003,1
177,121,132,34,2,-2,32,1
146,254,203,202,-3.8823529411764923,-3.8823529411764923,198.1176470588235,3
173,125,268,178,9.05882352941174,9.05882352941174,187.05882352941174,1
334,233,87,178,8.117647058823508,8.117647058823508,186.1176470588235,3
159,168,196,58,4.117647058823522,4.117647058823522,62.11764705882352,2
221,271,87,58,-0.11764705882352189,-0.11764705882352189,57.88235294117648,1
117,349,289,0,-6.823529411764708,6.823529411764708,6.823529411764708,4
271,207,343,178,-0.1176470588235361,-0.1176470588235361,177.88235294117646,4
327,261,326,254,11.176470588235304,-11.176470588235304,242.8235294117647,2
215,75,77,209,-1.9411764705882035,-1.9411764705882035,207.0588235294118,2
63,326,89,95,43.823529411764696,43.823529411764696,138.8235294117647,3
15,350,262,199,-9.823529411764696,-9.823529411764696,189.1764705882353,2
296,319,8,185,8.176470588235276,8.176470588235276,193.17647058823528,3
303,358,146,257,67.8235294117647,-67.8235294117647,189.1764705882353,4
274,18,7,257,7.117647058823508,-7.117647058823508,249.8823529411765,4
359,136,219,95,50.88235294117649,50.88235294117649,145.8823529411765,4
18,54,134,142,116.11764705882352,-116.11764705882352,25.882352941176475,3
296,274,346,9,-4.882352941176475,4.882352941176475,13.882352941176475,1
301,14,105,0,13.882352941176464,-13.882352941176464,346.11764705882354,2
338,35,243,346,-3.882352941176464,-3.882352941176464,342.11764705882354,1
34,112,189,209,-13.94117647058826,-13.94117647058826,195.05882352941174,3
185,216,222,195,11.117647058823565,11.117647058823565,206.11764705882356,4
246,119,338,42,1.058823529411768,-1.058823529411768,40.94117647058823,2
299,134,22,9,-0.8823529411764692,0.8823529411764692,9.88235294117647,1
92,243,21,195,6.176470588235247,6.176470588235247,201.17647058823525,2
302,249,101,185,3.2352941176470154,3.2352941176470154,188.23529411764702,4
193,62,353,293,2.176470588235304,-2.176470588235304,290.8235294117647,2
352,282,43,293,-12.176470588235304,12.176470588235304,305.1764705882353,4
245,172,242,209,-1.9411764705882035,-1.9411764705882035,207.0588235294118,1
122,284,92,142,-14,14,156,1
180,84,285,178,3.176470588235304,3.176470588235304,181.1764705882353,2
244,127,54,218,-0.11764705882350768,0.11764705882350768,218.1176470588235,4
87,51,23,16,-1.1764705882352935,-1.1764705882352935,14.823529411764707,3
42,337,58,209,1.117647058823536,1.117647058823536,210.11764705882354,2
224,63,279,73,10.882352941176478,-10.882352941176478,62.11764705882352,4
167,20,88,195,14.176470588235304,14.176470588235304,209.1764705882353,4
173,106,116,269,3.941176470588232,3.941176470588232,272.94117647058823,1
148,333,21,293,5,-5,288,3
351,76,328,73,1.9411764705882177,-1.9411764705882177,71.05882352941178,2
78,194,276,218,9.999999999999972,-9.999999999999972,208.00000000000003,1
216,149,282,73,9.941176470588246,-9.941176470588246,63.058823529411754,4
69,71,149,178,-11.176470588235304,-11.176470588235304,166.8235294117647,1
16,307,257,195,-5.823529411764696,-5.823529411764696,189.1764705882353,1
334,62,190,250,22.941176470588232,-22.941176470588232,227.05882352941177,3
196,356,113,195,0.05882352941173963,0.05882352941173963,195.05882352941174,1
167,299,8,42,-6.941176470588232,6.941176470588232,48.94117647058823,1
166,359,238,183,10.176470588235276,10.176470588235276,193.17647058823528,1
154,203,301,55,-2.058823529411761,-2.058823529411761,52.94117647058824,1
116,214,355,160,2.117647058823536,-2.117647058823536,157.88235294117646,3
252,225,82,53,1.823529411764703,1.823529411764703,54.8235294117647,3
117,294,126,183,-15.235294117647072,-15.235294117647072,167.76470588235293,4
327,179,355,183,0.05882352941176805,0.05882352941176805,183.05882352941177,1
5,205,319,183,0.05882352941176805,0.05882352941176805,183.05882352941177,2
78,118,60,276,0,0,276,3
116,198,78,114,32.823529411764724,32.823529411764724,146.82352941176472,1
334,305,148,349,-11.823529411764696,-11.823529411764696,337.1764705882353,4
167,110,332,327,-4.058823529411768,4.058823529411768,331.05882352941177,3
114,313,158,350,-2.941176470588232,-2.941176470588232,347.05882352941177,2
272,351,17,116,-14.823529411764682,-14.823529411764682,101.17647058823532,1
