hue2,hue3,hue4,memory_hue,response_bias,response_error,response_hue,set_size
345,116,258,116,13.882352941176464,13.882352941176464,129.88235294117646,4
241,331,223,114,10.941176470588246,10.941176470588246,124.94117647058825,2
138,256,316,301,1.117647058823536,1.117647058823536,302.11764705882354,4
277,189,27,301,4.176470588235304,4.176470588235304,305.1764705882353,3
237,229,73,352,-40.94117647058823,-40.94117647058823,311.05882352941177,2
4,210,105,300,-4,-4,296,1
171,161,201,73,-72.88235294117649,72.88235294117649,145.8823529411765,4
222,183,138,221,-10.05882352941174,10.05882352941174,231.05882352941174,4
51,265,326,278,0.8235294117646959,0.8235294117646959,278.8235294117647,4
197,312,126,114,18.941176470588232,18.941176470588232,132.94117647058823,4
202,105,160,301,-8.058823529411711,-8.058823529411711,292.9411764705883,4
148,221,293,38,2,-2,36,1
314,13,344,221,-3.235294117647072,3.235294117647072,224.23529411764707,1
249,324,253,352,4.235294117647072,4.235294117647072,356.2352941176471,2
160,13,128,352,14.823529411764696,14.823529411764696,6.823529411764708,4
280,248,137,73,11.82352941176471,-11.82352941176471,61.17647058823529,2
198,112,358,300,1.1764705882353041,1.1764705882353041,301.1764705882353,3
2,195,115,237,6.882352941176492,-6.882352941176492,230.1176470588235,3
206,169,179,350,-6.941176470588232,-6.941176470588232,343.05882352941177,3
90,5,91,114,-30.000000000000014,-30.000000000000014,83.99999999999999,4
278,356,274,38,3.17647058823529,-3.17647058823529,34.82352941176471,2
10,141,6,349,7.235294117647072,7.235294117647072,356.2352941176471,2
61,325,78,352,-4.941176470588232,-4.941176470588232,347.05882352941177,4
40,59,149,48,3.764705882352949,3.764705882352949,51.76470588235295,1
204,333,233,301,-102.88235294117649,-102.88235294117649,198.1176470588235,2
273,352,29,352,17.882352941176464,17.882352941176464,9.88235294117647,1
235,115,321,350,16.823529411764696,16.823529411764696,6.823529411764708,3
123,110,263,73,7.823529411764696,-7.823529411764696,65.1764705882353,2
281,50,196,352,16.941176470588232,16.941176470588232,8.941176470588237,1
191,132,172,38,8.117647058823529,-8.117647058823529,29.88235294117647,3
345,119,256,276,0.941176470588232,0.941176470588232,276.94117647058823,1
158,343,181,278,7.176470588235304,-7.176470588235304,270.8235294117647,4
262,100,281,164,-0.941176470588232,0.941176470588232,164.94117647058823,1
160,338,326,38,6,-6,32,4
9,193,293,183,-5.117647058823536,-5.117647058823536,177.88235294117646,4
258,149,17,276,4,4,280,2
219,65,141,160,-27.05882352941174,27.05882352941174,187.05882352941174,3
138,339,145,339,1.8235294117646959,-1.8235294117646959,337.1764705882353,2
86,283,135,183,0.05882352941176805,0.05882352941176805,183.05882352941177,4
79,208,164,39,-5.941176470588232,5.941176470588232,44.94117647058823,1
227,39,272,114,58,58,172,2
91,275,326,350,2,2,352,1
180,167,332,301,-8.058823529411711,-8.058823529411711,292.9411764705883,4
93,4,329,350,-5.764705882352928,-5.764705882352928,344.2352941176471,1
234,299,272,48,-8,-8,40,2
305,244,145,116,5.882352941176464,5.882352941176464,121.88235294117646,3
358,316,283,301,-1,-1,300,2
174,323,126,164,14.117647058823536,-14.117647058823536,149.88235294117646,3
137,222,150,300,2.117647058823536,2.117647058823536,302.11764705882354,1
153,190,150,349,7.235294117647072,7.235294117647072,356.2352941176471,2
158,38,199,55,3.82352941176471,3.82352941176471,58.82352941176471,1
89,170,70,352,6.117647058823536,6.117647058823536,358.11764705882354,4
101,237,156,301,3.235294117647072,3.235294117647072,304.2352941176471,1
14,240,100,301,9.117647058823536,9.117647058823536,310.11764705882354,4
110,141,334,300,13.176470588235304,13.176470588235304,313.1764705882353,4
223,249,135,350,-38.94117647058823,-38.94117647058823,311.05882352941177,2
59,295,55,160,1.1764705882353041,-1.1764705882353041,158.8235294117647,4
227,211,293,300,14.117647058823536,14.117647058823536,314.11764705882354,1
348,177,238,39,-7.82352941176471,7.82352941176471,46.82352941176471,2
331,144,145,38,-3.882352941176464,3.882352941176464,41.882352941176464,4
18,348,107,174,1.7647058823529562,1.7647058823529562,175.76470588235296,2
314,142,132,339,-8.058823529411768,8.058823529411768,347.05882352941177,4
300,88,179,339,4.882352941176464,-4.882352941176464,334.11764705882354,2
18,348,355,48,-8,-8,40,3
249,273,8,116,18.823529411764696,18.823529411764696,134.8235294117647,2
148,220,330,39,11,-11,28,3
328,87,227,301,19,19,320,4
36,340,253,339,-4.058823529411768,4.058823529411768,343.05882352941177,1
348,101,272,183,7.117647058823536,7.117647058823536,190.11764705882354,4
137,333,188,221,3.8235294117647243,-3.8235294117647243,217.17647058823528,4
230,237,150,116,14.823529411764724,14.823529411764724,130.82352941176472,2
141,207,128,48,8,8,56,3
229,147,225,237,9.941176470588232,-9.941176470588232,227.05882352941177,4
358,137,171,53,-0.058823529411760944,-0.058823529411760944,52.94117647058824,3
328,129,0,350,11.882352941176464,11.882352941176464,1.8823529411764706,1
125,132,211,164,0,0,164,2
29,16,324,221,-4.176470588235304,4.176470588235304,225.1764705882353,2
309,231,103,39,-9,9,48,2
167,250,126,278,4.823529411764696,4.823529411764696,282.8235294117647,4
146,215,313,53,-101.94117647058823,-101.94117647058823,311.05882352941177,2
179,229,251,55,-4.176470588235297,-4.176470588235297,50.8235294117647,4
14,205,312,48,4.941176470588239,4.941176470588239,52.94117647058824,4
100,302,190,237,-0.17647058823530415,0.17647058823530415,237.1764705882353,3
357,348,252,221,-12.176470588235304,12.176470588235304,233.1764705882353,3
59,192,186,48,3.764705882352949,3.764705882352949,51.76470588235295,4
76,289,225,55,-1.117647058823529,-1.117647058823529,53.88235294117647,3
98,214,174,339,-0.05882352941176805,0.05882352941176805,339.05882352941177,3
131,341,254,301,-8.058823529411711,-8.058823529411711,292.9411764705883,4
105,235,47,237,1.941176470588232,-1.941176470588232,235.05882352941177,3
17,71,112,39,2.058823529411761,-2.058823529411761,36.94117647058824,4
115,237,116,183,-3,-3,180,3
166,148,200,339,1.8235294117646959,-1.8235294117646959,337.1764705882353,2
195,114,188,116,21.882352941176464,21.882352941176464,137.88235294117646,2
175,185,218,300,10.117647058823536,10.117647058823536,310.11764705882354,4
38,121,128,300,-7.999999999999943,-7.999999999999943,292.00000000000006,2
114,354,158,301,-13,-13,288,2
277,231,199,58,-4.117647058823529,-4.117647058823529,53.88235294117647,4
25,288,156,55,-0.17647058823529704,-0.17647058823529704,54.8235294117647,2
179,25,171,164,-2.823529411764696,2.823529411764696,166.8235294117647,3
63,281,258,352,2.117647058823536,2.117647058823536,354.11764705882354,1
292,168,18,116,17.882352941176464,17.882352941176464,133.88235294117646,2
16,307,39,53,131,131,184,4
254,324,143,237,5.94117647058826,-5.94117647058826,231.05882352941174,2
155,257,325,164,1.1764705882353041,-1.1764705882353041,162.8235294117647,1
38,10,36,237,-7.9411764705882035,7.9411764705882035,244.9411764705882,1
90,201,62,300,0,0,300,1
0,92,284,39,-1.941176470588232,1.941176470588232,40.94117647058823,1
5,215,62,53,9.117647058823522,9.117647058823522,62.11764705882352,3
241,34,229,58,-5.058823529411761,-5.058823529411761,52.94117647058824,3
184,82,144,48,0,0,48,1
290,21,157,278,2,2,280,3
344,217,247,114,22.941176470588232,22.941176470588232,136.94117647058823,3
305,4,192,174,-5.0588235294117965,-5.0588235294117965,168.9411764705882,3
51,150,126,237,-5.823529411764696,5.823529411764696,242.8235294117647,4
235,50,83,339,3.941176470588232,-3.941176470588232,335.05882352941177,3
100,218,301,164,-4.9411764705882035,4.9411764705882035,168.9411764705882,2
281,297,231,160,-6.823529411764696,6.823529411764696,166.8235294117647,4
0,217,59,349,-1,-1,348,1
40,342,230,38,-3.882352941176464,3.882352941176464,41.882352941176464,4
212,357,161,301,3.235294117647072,3.235294117647072,304.2352941176471,3
231,181,255,160,-1.882352941176464,1.882352941176464,161.88235294117646,2
137,314,180,174,-9.058823529411768,-9.058823529411768,164.94117647058823,4
80,36,108,160,3.058823529411768,-3.058823529411768,156.94117647058823,1
19,296,102,183,0.05882352941176805,0.05882352941176805,183.05882352941177,2
1,344,241,53,-2.176470588235297,-2.176470588235297,50.8235294117647,4
29,239,99,58,-3.176470588235297,-3.176470588235297,54.8235294117647,2
122,169,87,183,0.05882352941176805,0.05882352941176805,183.05882352941177,3
23,338,48,48,4.941176470588239,4.941176470588239,52.94117647058824,2
68,87,204,352,24.941176470588232,24.941176470588232,16.941176470588236,3
348,208,238,114,-0.8235294117647101,-0.8235294117647101,113.17647058823529,3
4,103,32,164,-2.823529411764696,2.823529411764696,166.8235294117647,4
80,229,233,114,21.764705882352928,21.764705882352928,135.76470588235293,2
186,137,69,39,-10.882352941176471,10.882352941176471,49.88235294117647,2
299,259,167,116,15.764705882352956,15.764705882352956,131.76470588235296,3
149,222,147,174,-3.1764705882352757,-3.1764705882352757,170.82352941176472,1
209,301,97,53,-7.117647058823536,-7.117647058823536,45.882352941176464,3
225,112,158,114,-4.82352941176471,-4.82352941176471,109.17647058823529,3
278,59,13,73,-5.117647058823522,5.117647058823522,78.11764705882352,3
315,4,148,327,8.882352941176464,-8.882352941176464,318.11764705882354,1
230,312,40,327,12.882352941176464,-12.882352941176464,314.11764705882354,3
46,108,293,352,2.117647058823536,2.117647058823536,354.11764705882354,3
291,29,111,174,-0.1176470588235361,-0.1176470588235361,173.88235294117646,1
248,249,252,221,-3.235294117647072,3.235294117647072,224.23529411764707,3
140,135,139,300,15.058823529411768,15.058823529411768,315.05882352941177,2
274,10,291,352,-6.823529411764696,-6.823529411764696,345.1764705882353,3
133,34,166,349,18.764705882352928,18.764705882352928,7.76470588235294,1
271,340,261,73,5.941176470588232,-5.941176470588232,67.05882352941177,1
319,357,43,327,5.823529411764753,-5.823529411764753,321.17647058823525,1
133,221,197,327,-0.05882352941176805,0.05882352941176805,327.05882352941177,2
236,243,42,39,9.117647058823529,-9.117647058823529,29.88235294117647,4
84,5,104,327,-81,81,48,4
94,4,109,339,-6.176470588235304,6.176470588235304,345.1764705882353,1
300,147,316,39,15,-15,24,3
34,262,115,160,2.117647058823536,-2.117647058823536,157.88235294117646,4
268,34,53,301,-14.176470588235304,-14.176470588235304,286.8235294117647,3
91,116,219,327,-4.058823529411768,4.058823529411768,331.05882352941177,1
167,291,29,301,8.176470588235304,8.176470588235304,309.1764705882353,3
215,74,241,164,-3.764705882352928,3.764705882352928,167.76470588235293,3
14,167,91,221,-0.17647058823530415,0.17647058823530415,221.1764705882353,1
224,171,39,55,-2.058823529411761,-2.058823529411761,52.94117647058824,3
56,40,287,174,2.941176470588232,2.941176470588232,176.94117647058823,4
349,347,87,301,-7.117647058823479,-7.117647058823479,293.8823529411765,2
331,222,232,53,1.823529411764703,1.823529411764703,54.8235294117647,2
23,89,285,38,-14.941176470588239,14.941176470588239,52.94117647058824,3
190,141,14,53,-2.176470588235297,-2.176470588235297,50.8235294117647,1
143,351,313,237,1.941176470588232,-1.941176470588232,235.05882352941177,4
18,178,212,350,2,2,352,4
278,304,321,183,-6.058823529411768,-6.058823529411768,176.94117647058823,1
77,323,44,174,-4.117647058823508,-4.117647058823508,169.8823529411765,2
335,180,302,58,2,2,60,4
151,354,192,350,8.117647058823536,8.117647058823536,358.11764705882354,4
292,182,70,58,-5.058823529411761,-5.058823529411761,52.94117647058824,1
327,215,303,114,-65.05882352941177,-65.05882352941177,48.94117647058823,3
128,153,272,301,-8.999999999999943,-8.999999999999943,292.00000000000006,3
138,339,99,160,4,-4,156,2
146,11,6,174,10,10,184,3
292,277,128,278,6.941176470588232,6.941176470588232,284.94117647058823,1
352,67,100,327,45.117647058823536,-45.117647058823536,281.88235294117646,3
67,288,178,221,-19.941176470588232,19.941176470588232,240.94117647058823,4
140,100,83,39,1.117647058823529,-1.117647058823529,37.88235294117647,4
210,302,77,38,0.117647058823529,-0.117647058823529,37.88235294117647,4
315,350,109,339,9.823529411764696,-9.823529411764696,329.1764705882353,1
236,256,35,237,1,-1,236,1
127,159,289,301,10.058823529411768,10.058823529411768,311.05882352941177,2
355,245,301,174,3.882352941176464,3.882352941176464,177.88235294117646,3
195,277,357,114,7.882352941176464,7.882352941176464,121.88235294117646,1
78,76,54,237,3.823529411764696,-3.823529411764696,233.1764705882353,1
125,317,108,221,-13.117647058823536,13.117647058823536,234.11764705882354,4
315,49,333,53,4.882352941176478,4.882352941176478,57.88235294117648,4
165,354,95,301,8.176470588235304,8.176470588235304,309.1764705882353,4
187,235,45,73,9.941176470588246,-9.941176470588246,63.058823529411754,3
238,93,195,55,1,1,56,1
300,189,68,73,-18.058823529411768,18.058823529411768,91.05882352941177,2
10,46,240,164,-9.882352941176464,9.882352941176464,173.88235294117646,2
51,350,215,58,111.88235294117649,111.88235294117649,169.8823529411765,3
202,261,119,300,-7.058823529411711,-7.058823529411711,292.9411764705883,3
50,289,13,73,-5.117647058823522,5.117647058823522,78.11764705882352,1
77,225,296,301,-7.117647058823479,-7.117647058823479,293.8823529411765,3
264,117,68,58,21.058823529411754,21.058823529411754,79.05882352941175,4
23,288,154,48,6.823529411764703,6.823529411764703,54.8235294117647,1
163,196,329,48,5.882352941176471,5.882352941176471,53.88235294117647,1
182,319,124,327,-3.117647058823536,3.117647058823536,330.11764705882354,2
218,19,82,58,-4.117647058823529,-4.117647058823529,53.88235294117647,1
82,51,47,164,-1.882352941176464,1.882352941176464,165.88235294117646,1
223,85,140,339,19,-19,320,4
98,195,59,276,-4.235294117647072,-4.235294117647072,271.7647058823529,4
126,322,82,38,4.117647058823529,-4.117647058823529,33.88235294117647,1
239,340,267,276,42.117647058823536,42.117647058823536,318.11764705882354,2
82,48,297,183,4.05882352941174,4.05882352941174,187.05882352941174,1
320,88,117,278,10.941176470588232,10.941176470588232,288.94117647058823,2
62,11,8,278,3.882352941176464,3.882352941176464,281.88235294117646,3
311,84,302,174,-17.058823529411768,-17.058823529411768,156.94117647058823,3
60,293,13,221,-21.823529411764696,21.823529411764696,242.8235294117647,3
133,42,14,114,-30.000000000000014,-30.000000000000014,83.99999999999999,2
106,107,354,39,-7.82352941176471,7.82352941176471,46.82352941176471,3
101,288,223,58,5.058823529411754,5.058823529411754,63.058823529411754,1
310,302,134,278,7.882352941176464,7.882352941176464,285.88235294117646,2
29,34,283,48,-7.058823529411768,-7.058823529411768,40.94117647058823,2
255,144,322,276,9.882352941176464,9.882352941176464,285.88235294117646,1
250,117,11,58,2,2,60,3
260,342,322,116,9.882352941176478,9.882352941176478,125.88235294117648,1
285,40,310,349,7.235294117647072,7.235294117647072,356.2352941176471,4
343,143,190,58,83.88235294117646,83.88235294117646,141.88235294117646,3
64,12,164,116,4,4,120,4
7,326,245,160,0.2352941176470722,-0.2352941176470722,159.76470588235293,1
97,354,319,221,-1.117647058823536,1.117647058823536,222.11764705882354,1
215,72,67,114,27.882352941176464,27.882352941176464,141.88235294117646,4
1,195,73,349,-6.882352941176464,-6.882352941176464,342.11764705882354,3
107,52,83,160,11.058823529411768,-11.058823529411768,148.94117647058823,3
193,58,17,183,-14.058823529411796,-14.058823529411796,168.9411764705882,2
281,348,146,58,-2,-2,56,4
186,182,317,55,7.117647058823522,7.117647058823522,62.11764705882352,2
326,168,90,53,0.882352941176471,0.882352941176471,53.88235294117647,1
277,62,155,39,-10.882352941176471,10.882352941176471,49.88235294117647,4
337,257,62,174,-1.058823529411768,-1.058823529411768,172.94117647058823,2
252,173,90,174,-0.1176470588235361,-0.1176470588235361,173.88235294117646,1
119,4,99,116,48.94117647058823,48.94117647058823,164.94117647058823,4
202,135,277,58,-3.176470588235297,-3.176470588235297,54.8235294117647,2
98,250,228,160,-5.882352941176464,5.882352941176464,165.88235294117646,3
89,3,229,301,0.17647058823530415,0.17647058823530415,301.1764705882353,4
251,109,280,300,6.117647058823536,6.117647058823536,306.11764705882354,2
296,187,207,174,-1.058823529411768,-1.058823529411768,172.94117647058823,4
145,190,329,301,-5,-5,296,2
176,159,236,327,-9,9,336,1
177,357,336,276,12,12,288,4
312,171,73,38,2,-2,36,1
94,10,301,237,-2.058823529411768,2.058823529411768,239.05882352941177,2
121,276,24,174,0.8235294117646959,0.8235294117646959,174.8235294117647,1
211,22,328,73,-89.8235294117647,89.8235294117647,162.8235294117647,2
256,316,258,327,2.764705882352928,-2.764705882352928,324.2352941176471,2
162,68,228,221,-21.823529411764696,21.823529411764696,242.8235294117647,3
147,54,165,38,-4.82352941176471,4.82352941176471,42.82352941176471,2
39,174,103,339,-6.176470588235304,6.176470588235304,345.1764705882353,3
335,88,232,160,-12,12,172,2
43,105,334,301,10.058823529411768,10.058823529411768,311.05882352941177,1
322,183,94,73,-3.235294117647058,3.235294117647058,76.23529411764706,4
203,118,154,38,-111.88235294117646,111.88235294117646,149.88235294117646,2
143,357,208,276,1.882352941176464,1.882352941176464,277.88235294117646,3
338,173,312,278,4.117647058823536,-4.117647058823536,273.88235294117646,3
74,300,225,221,-14.058823529411768,14.058823529411768,235.05882352941177,2
288,89,356,352,16.941176470588232,16.941176470588232,8.941176470588237,1
113,242,195,160,3.058823529411768,-3.058823529411768,156.94117647058823,4
4,147,284,276,1.882352941176464,1.882352941176464,277.88235294117646,2
324,186,299,39,-7.82352941176471,7.82352941176471,46.82352941176471,1
44,147,87,300,-9.176470588235304,-9.176470588235304,290.8235294117647,4
341,291,343,53,-0.058823529411760944,-0.058823529411760944,52.94117647058824,4
333,322,177,327,2.764705882352928,-2.764705882352928,324.2352941176471,4
39,233,182,278,2.941176470588232,2.941176470588232,280.94117647058823,4
302,141,111,237,1.941176470588232,-1.941176470588232,235.05882352941177,2
283,55,325,300,-7.999999999999943,-7.999999999999943,292.00000000000006,3
1,164,169,164,-0.941176470588232,0.941176470588232,164.94117647058823,4
189,156,145,349,2.058823529411768,2.058823529411768,351.05882352941177,4
13,274,94,55,-1.117647058823529,-1.117647058823529,53.88235294117647,3
116,185,287,350,-6.941176470588232,-6.941176470588232,343.05882352941177,3
194,152,244,53,-0.058823529411760944,-0.058823529411760944,52.94117647058824,2
327,355,122,73,11.82352941176471,-11.82352941176471,61.17647058823529,4
175,91,52,301,4.176470588235304,4.176470588235304,305.1764705882353,1
202,116,285,39,-11.823529411764703,11.823529411764703,50.8235294117647,1
80,169,76,55,-8.17647058823529,-8.17647058823529,46.82352941176471,3
264,39,7,327,11,-11,316,2
31,223,127,39,8.176470588235297,-8.176470588235297,30.823529411764703,3
10,292,90,53,-8.058823529411768,-8.058823529411768,44.94117647058823,2
55,187,7,349,-13,-13,336,3
128,300,307,276,4,4,280,3
175,291,141,350,-5.764705882352928,-5.764705882352928,344.2352941176471,4
81,200,331,164,-3.764705882352928,3.764705882352928,167.76470588235293,4
19,299,297,278,7.882352941176464,7.882352941176464,285.88235294117646,1
20,84,25,237,2.882352941176464,-2.882352941176464,234.11764705882354,3
58,186,244,164,-5.882352941176492,5.882352941176492,169.8823529411765,3
172,342,202,38,-4.82352941176471,4.82352941176471,42.82352941176471,3
200,25,126,349,14.764705882352928,14.764705882352928,3.764705882352941,3
157,285,154,55,-0.17647058823529704,-0.17647058823529704,54.8235294117647,2
53,268,98,53,-2.176470588235297,-2.176470588235297,50.8235294117647,1
16,63,26,301,-1,-1,300,2
313,323,176,174,-1.058823529411768,-1.058823529411768,172.94117647058823,2
303,273,330,300,4.235294117647072,4.235294117647072,304.2352941176471,3
344,274,191,350,-8.823529411764696,-8.823529411764696,341.1764705882353,2
44,108,320,350,8.117647058823536,8.117647058823536,358.11764705882354,1
305,94,97,55,-3.235294117647051,-3.235294117647051,51.76470588235295,4
340,82,346,73,-10.999999999999986,10.999999999999986,83.99999999999999,1
189,27,187,301,10.058823529411768,10.058823529411768,311.05882352941177,3
261,293,77,58,4.117647058823522,4.117647058823522,62.11764705882352,1
304,165,19,174,-4.117647058823508,-4.117647058823508,169.8823529411765,4
14,127,172,301,1.117647058823536,1.117647058823536,302.11764705882354,2
123,227,26,301,2.058823529411768,2.058823529411768,303.05882352941177,1
171,74,185,276,9.882352941176464,9.882352941176464,285.88235294117646,4
32,35,274,48,0,0,48,2
145,92,22,55,6.17647058823529,6.17647058823529,61.17647058823529,1
5,3,123,352,12.941176470588232,12.941176470588232,4.941176470588237,2
305,207,182,53,-1.2352941176470509,-1.2352941176470509,51.76470588235295,1
203,191,187,55,-4.176470588235297,-4.176470588235297,50.8235294117647,4
304,91,155,73,18.176470588235297,-18.176470588235297,54.8235294117647,3
170,110,282,164,0,0,164,2
264,107,27,349,0.17647058823530415,0.17647058823530415,349.1764705882353,1
309,208,295,114,-6,-6,108,1
199,57,133,221,-2.058823529411768,2.058823529411768,223.05882352941177,2
180,327,7,221,5,-5,216,1
110,297,342,116,5.882352941176464,5.882352941176464,121.88235294117646,1
31,192,165,276,0.941176470588232,0.941176470588232,276.94117647058823,1
243,130,254,221,-6.058823529411768,6.058823529411768,227.05882352941177,2
92,167,316,116,16.941176470588232,16.941176470588232,132.94117647058823,3
167,6,3,278,8.823529411764696,8.823529411764696,286.8235294117647,1
49,147,59,350,4.117647058823536,4.117647058823536,354.11764705882354,2
63,300,83,276,1.882352941176464,1.882352941176464,277.88235294117646,4
156,22,58,301,-2.176470588235304,-2.176470588235304,298.8235294117647,1
187,65,129,237,-10.7647058823529,10.7647058823529,247.7647058823529,1
119,262,89,58,0.8235294117647101,0.8235294117647101,58.82352941176471,2
43,354,143,183,2.1764705882352757,2.1764705882352757,185.17647058823528,3
337,243,233,278,3.882352941176464,3.882352941176464,281.88235294117646,1
80,236,297,116,-9.882352941176464,-9.882352941176464,106.11764705882354,4
1,304,302,164,5.176470588235304,-5.176470588235304,158.8235294117647,4
42,71,208,339,-4.058823529411768,4.058823529411768,343.05882352941177,2
10,247,153,276,13.882352941176464,13.882352941176464,289.88235294117646,3
132,99,177,327,-6.176470588235304,6.176470588235304,333.1764705882353,4
194,67,206,55,-2.058823529411761,-2.058823529411761,52.94117647058824,2
96,354,217,38,1.058823529411761,-1.058823529411761,36.94117647058824,1
70,94,59,237,-3.941176470588232,3.941176470588232,240.94117647058823,2
315,128,300,164,-1.882352941176464,1.882352941176464,165.88235294117646,1
6,340,207,48,1.882352941176471,1.882352941176471,49.88235294117647,3
300,46,191,114,55.88235294117649,55.88235294117649,169.8823529411765,4
9,130,33,339,7.941176470588232,-7.941176470588232,331.05882352941177,1
312,199,329,160,-1.882352941176464,1.882352941176464,161.88235294117646,1
3,41,250,73,-86.76470588235293,86.76470588235293,159.76470588235293,3
113,185,241,349,10.058823529411768,10.058823529411768,359.05882352941177,2
258,166,354,278,4.823529411764696,4.823529411764696,282.8235294117647,3
337,334,299,73,-26.058823529411754,26.058823529411754,99.05882352941175,1
124,75,151,301,4.176470588235304,4.176470588235304,305.1764705882353,3
182,10,155,48,0.941176470588232,0.941176470588232,48.94117647058823,4
29,352,24,278,11.882352941176464,11.882352941176464,289.88235294117646,2
237,340,144,38,-14.941176470588239,14.941176470588239,52.94117647058824,2
15,272,354,276,2.823529411764696,2.823529411764696,278.8235294117647,1
359,313,128,300,-7.058823529411711,-7.058823529411711,292.9411764705883,2
346,112,253,300,-16,-16,284,4
188,253,66,349,-19.823529411764696,-19.823529411764696,329.1764705882353,2
247,346,260,160,1.1764705882353041,-1.1764705882353041,158.8235294117647,2
313,27,230,349,5.117647058823536,5.117647058823536,354.11764705882354,4
296,284,197,278,4.823529411764696,4.823529411764696,282.8235294117647,2
254,179,347,349,4.176470588235304,4.176470588235304,353.1764705882353,1
114,236,211,276,4,4,280,2
340,179,221,48,-16,-16,32,3
310,125,214,352,8.941176470588232,8.941176470588232,0.941176470588232,4
24,352,280,301,18.058823529411768,18.058823529411768,319.05882352941177,1
346,288,9,301,-1,-1,300,1
157,160,253,327,1.8235294117646959,-1.8235294117646959,325.1764705882353,3
223,38,2,301,-4.058823529411768,-4.058823529411768,296.94117647058823,1
153,115,329,48,102.8235294117647,102.8235294117647,150.8235294117647,4
249,344,49,183,-13.117647058823508,-13.117647058823508,169.8823529411765,3
258,246,132,327,7.941176470588232,-7.941176470588232,319.05882352941177,4
294,344,96,339,7,-7,332,4
244,284,145,38,3.17647058823529,-3.17647058823529,34.82352941176471,3
141,20,327,339,-26.882352941176464,26.882352941176464,5.882352941176469,4
191,209,9,350,13.764705882352928,13.764705882352928,3.764705882352941,4
17,160,63,116,-6.82352941176471,-6.82352941176471,109.17647058823529,1
234,248,65,73,-27.235294117647086,27.235294117647086,100.23529411764709,4
341,188,84,160,-0.941176470588232,0.941176470588232,160.94117647058823,1
32,146,113,352,7.058823529411768,7.058823529411768,359.05882352941177,3
302,7,109,352,9.882352941176464,9.882352941176464,1.8823529411764706,2
124,114,223,39,6.058823529411761,-6.058823529411761,32.94117647058824,2
316,155,355,339,-15.117647058823536,15.117647058823536,354.11764705882354,3
166,243,174,349,15.941176470588232,15.941176470588232,4.941176470588237,3
214,177,304,58,3.17647058823529,3.17647058823529,61.17647058823529,2
43,37,218,116,-30.823529411764724,-30.823529411764724,85.17647058823528,3
128,318,143,55,2.882352941176478,2.882352941176478,57.88235294117648,4
204,182,192,237,9,-9,228,4
200,154,59,114,3.176470588235304,3.176470588235304,117.1764705882353,1
354,153,55,350,-2,-2,348,3
144,348,26,183,-12.176470588235276,-12.176470588235276,170.82352941176472,2
105,238,212,67,-20.058823529411768,20.058823529411768,87.05882352941177,3
163,279,293,320,-1.1764705882352473,1.1764705882352473,321.17647058823525,2
211,86,353,273,9.823529411764696,9.823529411764696,282.8235294117647,1
131,46,127,220,-14.117647058823536,14.117647058823536,234.11764705882354,3
100,339,350,353,17.823529411764696,17.823529411764696,10.823529411764707,2
1,2,300,67,-23.117647058823536,23.117647058823536,90.11764705882354,4
94,336,199,233,-12.882352941176435,12.882352941176435,245.88235294117644,1
96,190,351,233,-2.058823529411768,2.058823529411768,235.05882352941177,4
272,300,334,348,7.058823529411768,7.058823529411768,355.05882352941177,3
196,304,69,330,-7.176470588235304,7.176470588235304,337.1764705882353,4
17,260,204,66,4.82352941176471,-4.82352941176471,61.17647058823529,3
1,358,100,74,-5.058823529411754,5.058823529411754,79.05882352941175,3
144,312,342,337,2.882352941176464,-2.882352941176464,334.11764705882354,1
285,29,117,71,16.176470588235297,-16.176470588235297,54.8235294117647,3
290,53,312,206,-16.823529411764696,-16.823529411764696,189.1764705882353,4
209,214,316,49,-1,-1,48,2
258,82,63,146,-16.823529411764696,16.823529411764696,162.8235294117647,1
280,167,221,309,-1.941176470588232,-1.941176470588232,307.05882352941177,1
313,141,240,353,11.941176470588232,11.941176470588232,4.941176470588237,1
57,358,273,49,-13,-13,36,3
325,163,358,174,-6.235294117647072,-6.235294117647072,167.76470588235293,3
76,343,228,49,3.941176470588239,3.941176470588239,52.94117647058824,3
107,19,240,273,3.941176470588232,3.941176470588232,276.94117647058823,1
168,186,331,206,4.117647058823536,4.117647058823536,210.11764705882354,1
318,85,157,337,-27.941176470588232,27.941176470588232,4.941176470588237,4
31,172,108,323,12.882352941176464,-12.882352941176464,310.11764705882354,3
97,67,289,183,1,1,184,2
103,355,113,21,0.882352941176471,0.882352941176471,21.88235294117647,1
102,324,6,309,4.176470588235304,4.176470588235304,313.1764705882353,3
324,265,296,67,-94.88235294117646,94.88235294117646,161.88235294117646,3
16,260,151,220,-3.058823529411768,3.058823529411768,223.05882352941177,4
34,264,26,348,19.764705882352928,19.764705882352928,7.76470588235294,1
37,49,15,21,-8.058823529411763,-8.058823529411763,12.941176470588237,4
186,189,306,183,0.05882352941176805,0.05882352941176805,183.05882352941177,3
63,101,242,206,-22.941176470588232,-22.941176470588232,183.05882352941177,2
172,11,111,183,-4.176470588235304,-4.176470588235304,178.8235294117647,4
355,277,97,309,-2.882352941176464,-2.882352941176464,306.11764705882354,1
192,246,109,273,15,15,288,4
334,328,100,293,-15,15,308,1
358,234,26,66,-3.17647058823529,3.17647058823529,69.17647058823529,1
60,106,249,206,-3.8823529411764355,-3.8823529411764355,202.11764705882356,4
